execution_timestamp	kpi	value
20260317_203422	Yksilön aikaväliennuste väärin	0.088
20260317_203422	Yksilön aikavälin keskikoko	62.193
20260318_062952	Viestin aikaväliennuste väärin	0.197
20260318_062952	Yksilöennusteen keskivirhe	15.338
20260318_062952	Yksilön aikaväliennuste väärin	0.086
20260318_062952	Yksilön aikavälin keskikoko	62.15
20260318_083948	Viestin aikaväliennuste väärin	0.253
20260318_083948	Yksilöennusteen keskivirhe	16.099
20260318_083948	Yksilön aikaväliennuste väärin	0.113
20260318_083948	Yksilön aikavälin keskikoko	58.082
20260318_092408	Viestin aikaväliennuste väärin	0.254
20260318_092408	Yksilöennusteen keskivirhe	16.144
20260318_092408	Yksilön aikaväliennuste väärin	0.113
20260318_092408	Yksilön aikavälin keskikoko	58.336
20260318_101532	Viestin aikaväliennuste väärin	0.195
20260318_101532	Yksilöennusteen keskivirhe	15.21
20260318_101532	Yksilön aikaväliennuste väärin	0.087
20260318_101532	Yksilön aikavälin keskikoko	61.337
20260319_212624	Viestin aikaväliennuste väärin	0.194
20260319_212624	Yksilöennusteen keskivirhe	15.366
20260319_212624	Yksilön aikaväliennuste väärin	0.086
20260319_212624	Yksilön aikavälin keskikoko	62.092
20260324_205948	Viestin aikaväliennuste väärin	0.206
20260324_205948	Yksilöennusteen keskivirhe	15.768
20260324_205948	Yksilön aikaväliennuste väärin	0.091
20260324_205948	Yksilön aikavälin keskikoko	61.486
20260324_212325	Viestin aikaväliennuste väärin	0.207
20260324_212325	Yksilöennusteen keskivirhe	15.817
20260324_212325	Yksilön aikaväliennuste väärin	0.091
20260324_212325	Yksilön aikavälin keskikoko	61.793
20260325_062245	Viestin aikaväliennuste väärin	0.207
20260325_062245	Yksilöennusteen keskivirhe	15.82
20260325_062245	Yksilön aikaväliennuste väärin	0.091
20260325_062245	Yksilön aikavälin keskikoko	61.671
20260326_160931	Viestin aikaväliennuste väärin	0.215
20260326_160931	Yksilöennusteen keskivirhe	15.931
20260326_160931	Yksilön aikaväliennuste väärin	0.095
20260326_160931	Yksilön aikavälin keskikoko	60.711
20260326_163726	Viestin aikaväliennuste väärin	0.215
20260326_163726	Yksilöennusteen keskivirhe	15.931
20260326_163726	Yksilön aikaväliennuste väärin	0.095
20260326_163726	Yksilön aikavälin keskikoko	60.711
20260327_104054	Viestin aikaväliennuste väärin	0.236
20260327_104054	Yksilöennusteen keskivirhe	15.34
20260327_104054	Yksilön aikaväliennuste väärin	0.113
20260327_104054	Yksilön aikavälin keskikoko	56.288
20260327_115243	Viestin aikaväliennuste väärin	0.241
20260327_115243	Yksilöennusteen keskivirhe	15.397
20260327_115243	Yksilön aikaväliennuste väärin	0.114
20260327_115243	Yksilön aikavälin keskikoko	56.31
20260327_132614	Viestin aikaväliennuste väärin	0.231
20260327_132614	Yksilöennusteen keskivirhe	15.17
20260327_132614	Yksilön aikaväliennuste väärin	0.109
20260327_132614	Yksilön aikavälin keskikoko	56.623
20260327_140848	Viestin aikaväliennuste väärin	0.231
20260327_140848	Yksilöennusteen keskivirhe	15.83
20260327_140848	Yksilön aikaväliennuste väärin	0.121
20260327_140848	Yksilön aikavälin keskikoko	60.925
20260327_144924	Viestin aikaväliennuste väärin	0.228
20260327_144924	Yksilöennusteen keskivirhe	15.154
20260327_144924	Yksilön aikaväliennuste väärin	0.108
20260327_144924	Yksilön aikavälin keskikoko	56.971
20260327_153056	Viestin aikaväliennuste väärin	0.231
20260327_153056	Yksilöennusteen keskivirhe	15.17
20260327_153056	Yksilön aikaväliennuste väärin	0.109
20260327_153056	Yksilön aikavälin keskikoko	56.623
20260328_085859	Viestin aikaväliennuste väärin	0.232
20260328_085859	Yksilöennusteen keskivirhe	15.183
20260328_085859	Yksilön aikaväliennuste väärin	0.11
20260328_085859	Yksilön aikavälin keskikoko	56.473
20260328_095911	Viestin aikaväliennuste väärin	0.233
20260328_095911	Yksilöennusteen keskivirhe	15.199
20260328_095911	Yksilön aikaväliennuste väärin	0.11
20260328_095911	Yksilön aikavälin keskikoko	56.575
20260328_175752	Viestin aikaväliennuste väärin	0.181
20260328_175752	Yksilöennusteen keskivirhe	14.61
20260328_175752	Yksilön aikaväliennuste väärin	0.081
20260328_175752	Yksilön aikavälin keskikoko	60.095
20260328_182247	Viestin aikaväliennuste väärin	0.198
20260328_182247	Yksilöennusteen keskivirhe	14.76
20260328_182247	Yksilön aikaväliennuste väärin	0.091
20260328_182247	Yksilön aikavälin keskikoko	58.816
20260328_200138	Viestin aikaväliennuste väärin	0.171
20260328_200138	Yksilöennusteen keskivirhe	14.623
20260328_200138	Yksilön aikaväliennuste väärin	0.074
20260328_200138	Yksilön aikavälin keskikoko	62.061
20260328_203447	Viestin aikaväliennuste väärin	0.168
20260328_203447	Yksilöennusteen keskivirhe	14.621
20260328_203447	Yksilön aikaväliennuste väärin	0.072
20260328_203447	Yksilön aikavälin keskikoko	62.647
20260328_213713	Viestin aikaväliennuste väärin	0.159
20260328_213713	Yksilöennusteen keskivirhe	14.592
20260328_213713	Yksilön aikaväliennuste väärin	0.068
20260328_213713	Yksilön aikavälin keskikoko	64.042
20260329_065623	Viestin aikaväliennuste väärin	0.175
20260329_065623	Yksilöennusteen keskivirhe	14.84
20260329_065623	Yksilön aikaväliennuste väärin	0.072
20260329_065623	Yksilön aikavälin keskikoko	64.295
20260329_072213	Viestin aikaväliennuste väärin	0.159
20260329_072213	Yksilöennusteen keskivirhe	14.577
20260329_072213	Yksilön aikaväliennuste väärin	0.068
20260329_072213	Yksilön aikavälin keskikoko	64.137
20260329_082111	Viestin aikaväliennuste väärin	0.159
20260329_082111	Yksilöennusteen keskivirhe	14.577
20260329_082111	Yksilön aikaväliennuste väärin	0.068
20260329_082111	Yksilön aikavälin keskikoko	64.137
20260329_091420	Viestin aikaväliennuste väärin	0.182
20260329_091420	Yksilöennusteen keskivirhe	14.944
20260329_091420	Yksilön aikaväliennuste väärin	0.072
20260329_091420	Yksilön aikavälin keskikoko	65.005
20260329_093409	Viestin aikaväliennuste väärin	0.162
20260329_093409	Yksilöennusteen keskivirhe	14.61
20260329_093409	Yksilön aikaväliennuste väärin	0.069
20260329_093409	Yksilön aikavälin keskikoko	63.841
20260329_095245	Viestin aikaväliennuste väärin	0.163
20260329_095245	Yksilöennusteen keskivirhe	14.56
20260329_095245	Yksilön aikaväliennuste väärin	0.07
20260329_095245	Yksilön aikavälin keskikoko	63.28
20260329_162646	Viestin aikaväliennuste väärin	0.164
20260329_162646	Yksilöennusteen keskivirhe	14.588
20260329_162646	Yksilön aikaväliennuste väärin	0.07
20260329_162646	Yksilön aikavälin keskikoko	63.596
20260329_181841	Viestin aikaväliennuste väärin	0.171
20260329_181841	Yksilöennusteen keskivirhe	14.843
20260329_181841	Yksilön aikaväliennuste väärin	0.073
20260329_181841	Yksilön aikavälin keskikoko	64.11
20260329_185654	Viestin aikaväliennuste väärin	0.224
20260329_185654	Yksilöennusteen keskivirhe	15.209
20260329_185654	Yksilön aikaväliennuste väärin	0.099
20260329_185654	Yksilön aikavälin keskikoko	59.019
20260329_192511	Viestin aikaväliennuste väärin	0.184
20260329_192511	Yksilöennusteen keskivirhe	14.637
20260329_192511	Yksilön aikaväliennuste väärin	0.08
20260329_192511	Yksilön aikavälin keskikoko	60.529
20260329_194257	Viestin aikaväliennuste väärin	0.17
20260329_194257	Yksilöennusteen keskivirhe	14.641
20260329_194257	Yksilön aikaväliennuste väärin	0.072
20260329_194257	Yksilön aikavälin keskikoko	63.312
20260329_200358	Viestin aikaväliennuste väärin	0.163
20260329_200358	Yksilöennusteen keskivirhe	14.56
20260329_200358	Yksilön aikaväliennuste väärin	0.07
20260329_200358	Yksilön aikavälin keskikoko	63.28
20260330_054258	Viestin aikaväliennuste väärin	0.163
20260330_054258	Yksilöennusteen keskivirhe	14.56
20260330_054258	Yksilön aikaväliennuste väärin	0.07
20260330_054258	Yksilön aikavälin keskikoko	63.28
20260330_200803	Viestin aikaväliennuste väärin	0.163
20260330_200803	Yksilöennusteen keskivirhe	14.56
20260330_200803	Yksilön aikaväliennuste väärin	0.07
20260330_200803	Yksilön aikavälin keskikoko	63.28
20260417_200332	Viestin aikaväliennuste väärin	0.551
20260417_200332	Yksilöennusteen keskivirhe	28.273
20260417_200332	Yksilön aikaväliennuste väärin	0.23
20260417_200332	Yksilön aikavälin keskikoko	71.511
20260417_203048	Viestin aikaväliennuste väärin	0.163
20260417_203048	Yksilöennusteen keskivirhe	14.56
20260417_203048	Yksilön aikaväliennuste väärin	0.07
20260417_203048	Yksilön aikavälin keskikoko	63.28
20260418_094915	Viestin aikaväliennuste väärin	0.163
20260418_094915	Yksilöennusteen keskivirhe	14.56
20260418_094915	Yksilön aikaväliennuste väärin	0.07
20260418_094915	Yksilön aikavälin keskikoko	63.28
20260418_152603	Viestin aikaväliennuste väärin	0.13
20260418_152603	Yksilöennusteen keskivirhe	14.767
20260418_152603	Yksilön aikaväliennuste väärin	0.051
20260418_152603	Yksilön aikavälin keskikoko	69.849
20260419_001206	Viestin aikaväliennuste väärin	0.13
20260419_001206	Yksilöennusteen keskivirhe	14.767
20260419_001206	Yksilön aikaväliennuste väärin	0.051
20260419_001206	Yksilön aikavälin keskikoko	69.849
20260425_060508	Viestin aikaväliennuste väärin	0.13
20260425_060508	Yksilöennusteen keskivirhe	14.767
20260425_060508	Yksilön aikaväliennuste väärin	0.051
20260425_060508	Yksilön aikavälin keskikoko	69.849
20260428_193828	Viestin aikaväliennuste väärin	0.081
20260428_193828	Yksilöennusteen keskivirhe	11.859
20260428_193828	Yksilön aikaväliennuste väärin	0.032
20260428_193828	Yksilön aikavälin keskikoko	61.625
20260429_054726	Viestin aikaväliennuste väärin	0.162
20260429_054726	Yksilöennusteen keskivirhe	14.996
20260429_054726	Yksilön aikaväliennuste väärin	0.071
20260429_054726	Yksilön aikavälin keskikoko	66.421
20260429_152907	Viestin aikaväliennuste väärin	0.167
20260429_152907	Yksilöennusteen keskivirhe	14.763
20260429_152907	Yksilön aikaväliennuste väärin	0.074
20260429_152907	Yksilön aikavälin keskikoko	64.718
20260429_153704	Viestin aikaväliennuste väärin	0.129
20260429_153704	Yksilöennusteen keskivirhe	14.803
20260429_153704	Yksilön aikaväliennuste väärin	0.051
20260429_153704	Yksilön aikavälin keskikoko	70.51
20260430_210109	Viestin aikaväliennuste väärin	0.129
20260430_210109	Yksilöennusteen keskivirhe	14.803
20260430_210109	Yksilön aikaväliennuste väärin	0.051
20260430_210109	Yksilön aikavälin keskikoko	70.51
20260430_214315	Viestin aikaväliennuste väärin	0.166
20260430_214315	Yksilöennusteen keskivirhe	14.896
20260430_214315	Yksilön aikaväliennuste väärin	0.071
20260430_214315	Yksilön aikavälin keskikoko	66.082
20260502_085147	Viestin aikaväliennuste väärin	0.168
20260502_085147	Yksilöennusteen keskivirhe	14.89
20260502_085147	Yksilön aikaväliennuste väärin	0.073
20260502_085147	Yksilön aikavälin keskikoko	65.541
20260502_184524	Viestin aikaväliennuste väärin	0.127
20260502_184524	Yksilöennusteen keskivirhe	14.787
20260502_184524	Yksilön aikaväliennuste väärin	0.05
20260502_184524	Yksilön aikavälin keskikoko	70.68
20260502_190751	Viestin aikaväliennuste väärin	0.041
20260502_190751	Yksilöennusteen keskivirhe	15.326
20260502_190751	Yksilön aikaväliennuste väärin	0.015
20260502_190751	Yksilön aikavälin keskikoko	99.833
20260509_090353	Viestin aikaväliennuste väärin	0.108
20260509_090353	Yksilöennusteen keskivirhe	15.552
20260509_090353	Yksilön aikaväliennuste väärin	0.038
20260509_090353	Yksilön aikavälin keskikoko	79.151
20260509_092017	Viestin aikaväliennuste väärin	0.169
20260509_092017	Yksilöennusteen keskivirhe	14.468
20260509_092017	Yksilön aikaväliennuste väärin	0.075
20260509_092017	Yksilön aikavälin keskikoko	62.93
20260509_100206	Viestin aikaväliennuste väärin	0.154
20260509_100206	Yksilöennusteen keskivirhe	14.465
20260509_100206	Yksilön aikaväliennuste väärin	0.068
20260509_100206	Yksilön aikavälin keskikoko	64.999
20260509_104841	Viestin aikaväliennuste väärin	0.142
20260509_104841	Yksilöennusteen keskivirhe	14.439
20260509_104841	Yksilön aikaväliennuste väärin	0.062
20260509_104841	Yksilön aikavälin keskikoko	66.791
20260509_112928	Viestin aikaväliennuste väärin	0.12
20260509_112928	Yksilöennusteen keskivirhe	14.449
20260509_112928	Yksilön aikaväliennuste väärin	0.053
20260509_112928	Yksilön aikavälin keskikoko	70.485
20260509_115854	Viestin aikaväliennuste väärin	0.081
20260509_115854	Yksilöennusteen keskivirhe	14.44
20260509_115854	Yksilön aikaväliennuste väärin	0.038
20260509_115854	Yksilön aikavälin keskikoko	77.635
20260509_134841	Viestin aikaväliennuste väärin	0.12
20260509_134841	Yksilöennusteen keskivirhe	14.449
20260509_134841	Yksilön aikaväliennuste väärin	0.053
20260509_134841	Yksilön aikavälin keskikoko	70.485
20260509_183920	Viestin aikaväliennuste väärin	0.065
20260509_183920	Yksilöennusteen keskivirhe	15.38
20260509_183920	Yksilön aikaväliennuste väärin	0.024
20260509_183920	Yksilön aikavälin keskikoko	89.609
20260509_192746	Viestin aikaväliennuste väärin	0.136
20260509_192746	Yksilöennusteen keskivirhe	14.586
20260509_192746	Yksilön aikaväliennuste väärin	0.061
20260509_192746	Yksilön aikavälin keskikoko	69.657
20260510_060528	Viestin aikaväliennuste väärin	0.137
20260510_060528	Yksilöennusteen keskivirhe	14.599
20260510_060528	Yksilön aikaväliennuste väärin	0.062
20260510_060528	Yksilön aikavälin keskikoko	69.907
20260510_162417	Viestin aikaväliennuste väärin	0.161
20260510_162417	Yksilöennusteen keskivirhe	14.522
20260510_162417	Yksilön aikaväliennuste väärin	0.075
20260510_162417	Yksilön aikavälin keskikoko	65.004
20260510_171923	Viestin aikaväliennuste väärin	0.137
20260510_171923	Yksilöennusteen keskivirhe	14.599
20260510_171923	Yksilön aikaväliennuste väärin	0.062
20260510_171923	Yksilön aikavälin keskikoko	69.907
20260510_174547	Viestin aikaväliennuste väärin	0.154
20260510_174547	Yksilöennusteen keskivirhe	14.407
20260510_174547	Yksilön aikaväliennuste väärin	0.071
20260510_174547	Yksilön aikavälin keskikoko	65.428
20260510_183849	Viestin aikaväliennuste väärin	0.162
20260510_183849	Yksilöennusteen keskivirhe	14.526
20260510_183849	Yksilön aikaväliennuste väärin	0.076
20260510_183849	Yksilön aikavälin keskikoko	64.939
20260510_191240	Viestin aikaväliennuste väärin	0.116
20260510_191240	Yksilöennusteen keskivirhe	14.517
20260510_191240	Yksilön aikaväliennuste väärin	0.057
20260510_191240	Yksilön aikavälin keskikoko	71.232
20260511_050017	Viestin aikaväliennuste väärin	0.121
20260511_050017	Yksilöennusteen keskivirhe	14.585
20260511_050017	Yksilön aikaväliennuste väärin	0.06
20260511_050017	Yksilön aikavälin keskikoko	70.782
20260511_052723	Viestin aikaväliennuste väärin	0.116
20260511_052723	Yksilöennusteen keskivirhe	14.517
20260511_052723	Yksilön aikaväliennuste väärin	0.057
20260511_052723	Yksilön aikavälin keskikoko	71.232
20260512_041636	Viestin aikaväliennuste väärin	0.133
20260512_041636	Yksilöennusteen keskivirhe	14.733
20260512_041636	Yksilön aikaväliennuste väärin	0.059
20260512_041636	Yksilön aikavälin keskikoko	72.348
20260512_163814	Viestin aikaväliennuste väärin	0.14
20260512_163814	Yksilöennusteen keskivirhe	14.453
20260512_163814	Yksilön aikaväliennuste väärin	0.063
20260512_163814	Yksilön aikavälin keskikoko	68.23
20260513_050715	Viestin aikaväliennuste väärin	0.075
20260513_050715	Yksilöennusteen keskivirhe	15.04
20260513_050715	Yksilön aikaväliennuste väärin	0.03
20260513_050715	Yksilön aikavälin keskikoko	82.969
20260514_043605	Viestin aikaväliennuste väärin	0.078
20260514_043605	Yksilöennusteen keskivirhe	14.924
20260514_043605	Yksilön aikaväliennuste väärin	0.031
20260514_043605	Yksilön aikavälin keskikoko	81.399
20260514_065548	Viestin aikaväliennuste väärin	0.078
20260514_065548	Yksilöennusteen keskivirhe	14.924
20260514_065548	Yksilön aikaväliennuste väärin	0.031
20260514_065548	Yksilön aikavälin keskikoko	81.399
20260514_095636	Viestin aikaväliennuste väärin	0.078
20260514_095636	Yksilöennusteen keskivirhe	14.924
20260514_095636	Yksilön aikaväliennuste väärin	0.031
20260514_095636	Yksilön aikavälin keskikoko	81.411
20260514_112536	Viestin aikaväliennuste väärin	0.078
20260514_112536	Yksilöennusteen keskivirhe	14.924
20260514_112536	Yksilön aikaväliennuste väärin	0.031
20260514_112536	Yksilön aikavälin keskikoko	81.411
20260515_102933	Viestin aikaväliennuste väärin	0.098
20260515_102933	Yksilöennusteen keskivirhe	15.606
20260515_102933	Yksilön aikaväliennuste väärin	0.035
20260515_102933	Yksilön aikavälin keskikoko	83.254
20260515_122853	Viestin aikaväliennuste väärin	0.097
20260515_122853	Yksilöennusteen keskivirhe	15.577
20260515_122853	Yksilön aikaväliennuste väärin	0.035
20260515_122853	Yksilön aikavälin keskikoko	83.213
20260518_161845	Viestin aikaväliennuste väärin	0.09
20260518_161845	Yksilöennusteen keskivirhe	15.814
20260518_161845	Yksilön aikaväliennuste väärin	0.03
20260518_161845	Yksilön aikavälin keskikoko	87.051
20260518_164833	Viestin aikaväliennuste väärin	0.098
20260518_164833	Yksilöennusteen keskivirhe	15.588
20260518_164833	Yksilön aikaväliennuste väärin	0.035
20260518_164833	Yksilön aikavälin keskikoko	83.143
20260518_185417	Viestin aikaväliennuste väärin	0.094
20260518_185417	Yksilöennusteen keskivirhe	15.397
20260518_185417	Yksilön aikaväliennuste väärin	0.037
20260518_185417	Yksilön aikavälin keskikoko	79.902
20260518_193610	Viestin aikaväliennuste väärin	0.083
20260518_193610	Yksilöennusteen keskivirhe	15.134
20260518_193610	Yksilön aikaväliennuste väärin	0.033
20260518_193610	Yksilön aikavälin keskikoko	81.79
20260520_045905	Viestin aikaväliennuste väärin	0.076
20260520_045905	Yksilöennusteen keskivirhe	15.346
20260520_045905	Yksilön aikaväliennuste väärin	0.029
20260520_045905	Yksilön aikavälin keskikoko	85.328
20260520_054306	Viestin aikaväliennuste väärin	0.083
20260520_054306	Yksilöennusteen keskivirhe	15.134
20260520_054306	Yksilön aikaväliennuste väärin	0.033
20260520_054306	Yksilön aikavälin keskikoko	81.79
20260520_185000	Viestin aikaväliennuste väärin	0.074
20260520_185000	Yksilöennusteen keskivirhe	15.432
20260520_185000	Yksilön aikaväliennuste väärin	0.026
20260520_185000	Yksilön aikavälin keskikoko	87.913
20260521_065938	Viestin aikaväliennuste väärin	0.075
20260521_065938	Yksilöennusteen keskivirhe	15.322
20260521_065938	Yksilön aikaväliennuste väärin	0.029
20260521_065938	Yksilön aikavälin keskikoko	85.076
20260522_043411	Viestin aikaväliennuste väärin	0.076
20260522_043411	Yksilöennusteen keskivirhe	15.309
20260522_043411	Yksilön aikaväliennuste väärin	0.029
20260522_043411	Yksilön aikavälin keskikoko	84.777
20260523_081718	Viestin aikaväliennuste väärin	0.078
20260523_081718	Yksilöennusteen keskivirhe	15.218
20260523_081718	Yksilön aikaväliennuste väärin	0.03
20260523_081718	Yksilön aikavälin keskikoko	84.001
20260523_084342	Viestin aikaväliennuste väärin	0.071
20260523_084342	Yksilöennusteen keskivirhe	15.033
20260523_084342	Yksilön aikaväliennuste väärin	0.028
20260523_084342	Yksilön aikavälin keskikoko	83.535
20260523_091912	Viestin aikaväliennuste väärin	0.066
20260523_091912	Yksilöennusteen keskivirhe	11.599
20260523_091912	Yksilön aikaväliennuste väärin	0.03
20260523_091912	Yksilön aikavälin keskikoko	62.575
20260523_094244	Viestin aikaväliennuste väärin	0.072
20260523_094244	Yksilöennusteen keskivirhe	15.018
20260523_094244	Yksilön aikaväliennuste väärin	0.028
20260523_094244	Yksilön aikavälin keskikoko	83.572
20260523_100847	Viestin aikaväliennuste väärin	0.072
20260523_100847	Yksilöennusteen keskivirhe	15.018
20260523_100847	Yksilön aikaväliennuste väärin	0.028
20260523_100847	Yksilön aikavälin keskikoko	83.572
20260523_105244	Viestin aikaväliennuste väärin	0.072
20260523_105244	Yksilöennusteen keskivirhe	15.034
20260523_105244	Yksilön aikaväliennuste väärin	0.029
20260523_105244	Yksilön aikavälin keskikoko	83.294
20260523_114027	Viestin aikaväliennuste väärin	0.073
20260523_114027	Yksilöennusteen keskivirhe	15.042
20260523_114027	Yksilön aikaväliennuste väärin	0.029
20260523_114027	Yksilön aikavälin keskikoko	83.042
20260523_121027	Viestin aikaväliennuste väärin	0.085
20260523_121027	Yksilöennusteen keskivirhe	15.352
20260523_121027	Yksilön aikaväliennuste väärin	0.034
20260523_121027	Yksilön aikavälin keskikoko	81.18
20260524_073347	Viestin aikaväliennuste väärin	0.077
20260524_073347	Yksilöennusteen keskivirhe	14.879
20260524_073347	Yksilön aikaväliennuste väärin	0.031
20260524_073347	Yksilön aikavälin keskikoko	80.924
20260524_081145	Viestin aikaväliennuste väärin	0.077
20260524_081145	Yksilöennusteen keskivirhe	14.896
20260524_081145	Yksilön aikaväliennuste väärin	0.031
20260524_081145	Yksilön aikavälin keskikoko	80.76
20260524_094833	Viestin aikaväliennuste väärin	0.076
20260524_094833	Yksilöennusteen keskivirhe	14.867
20260524_094833	Yksilön aikaväliennuste väärin	0.031
20260524_094833	Yksilön aikavälin keskikoko	81.207
20260524_101020	Viestin aikaväliennuste väärin	0.077
20260524_101020	Yksilöennusteen keskivirhe	14.861
20260524_101020	Yksilön aikaväliennuste väärin	0.031
20260524_101020	Yksilön aikavälin keskikoko	81.028
20260525_050448	Viestin aikaväliennuste väärin	0.073
20260525_050448	Yksilöennusteen keskivirhe	15.866
20260525_050448	Yksilön aikaväliennuste väärin	0.028
20260525_050448	Yksilön aikavälin keskikoko	88.322
20260525_075150	Viestin aikaväliennuste väärin	0.073
20260525_075150	Yksilöennusteen keskivirhe	15.866
20260525_075150	Yksilön aikaväliennuste väärin	0.028
20260525_075150	Yksilön aikavälin keskikoko	88.322
20260526_095253	Viestin aikaväliennuste väärin	0.077
20260526_095253	Yksilöennusteen keskivirhe	15.659
20260526_095253	Yksilön aikaväliennuste väärin	0.03
20260526_095253	Yksilön aikavälin keskikoko	85.855
20260526_125006	Viestin aikaväliennuste väärin	0.076
20260526_125006	Yksilöennusteen keskivirhe	15.156
20260526_125006	Yksilön aikaväliennuste väärin	0.031
20260526_125006	Yksilön aikavälin keskikoko	83.151
20260527_060138	Viestin aikaväliennuste väärin	0.075
20260527_060138	Yksilöennusteen keskivirhe	15.14
20260527_060138	Yksilön aikaväliennuste väärin	0.03
20260527_060138	Yksilön aikavälin keskikoko	83.525
20260527_062019	Viestin aikaväliennuste väärin	0.085
20260527_062019	Yksilöennusteen keskivirhe	15.375
20260527_062019	Yksilön aikaväliennuste väärin	0.033
20260527_062019	Yksilön aikavälin keskikoko	81.172
20260527_065417	Viestin aikaväliennuste väärin	0.083
20260527_065417	Yksilöennusteen keskivirhe	15.522
20260527_065417	Yksilön aikaväliennuste väärin	0.031
20260527_065417	Yksilön aikavälin keskikoko	84.585
20260527_071739	Viestin aikaväliennuste väärin	0.094
20260527_071739	Yksilöennusteen keskivirhe	15.833
20260527_071739	Yksilön aikaväliennuste väärin	0.035
20260527_071739	Yksilön aikavälin keskikoko	83.736
20260527_075034	Viestin aikaväliennuste väärin	0.077
20260527_075034	Yksilöennusteen keskivirhe	15.294
20260527_075034	Yksilön aikaväliennuste väärin	0.029
20260527_075034	Yksilön aikavälin keskikoko	84.267
20260527_080747	Viestin aikaväliennuste väärin	0.087
20260527_080747	Yksilöennusteen keskivirhe	15.46
20260527_080747	Yksilön aikaväliennuste väärin	0.031
20260527_080747	Yksilön aikavälin keskikoko	81.947
20260527_082007	Viestin aikaväliennuste väärin	0.075
20260527_082007	Yksilöennusteen keskivirhe	15.14
20260527_082007	Yksilön aikaväliennuste väärin	0.03
20260527_082007	Yksilön aikavälin keskikoko	83.525
20260528_183223	Viestin aikaväliennuste väärin	0.075
20260528_183223	Yksilöennusteen keskivirhe	15.03
20260528_183223	Yksilön aikaväliennuste väärin	0.03
20260528_183223	Yksilön aikavälin keskikoko	82.485
20260528_192656	Viestin aikaväliennuste väärin	0.104
20260528_192656	Yksilöennusteen keskivirhe	15.087
20260528_192656	Yksilön aikaväliennuste väärin	0.041
20260528_192656	Yksilön aikavälin keskikoko	76.074
20260529_035236	Viestin aikaväliennuste väärin	0.076
20260529_035236	Yksilöennusteen keskivirhe	14.99
20260529_035236	Yksilön aikaväliennuste väärin	0.03
20260529_035236	Yksilön aikavälin keskikoko	82.277
20260529_081651	Viestin aikaväliennuste väärin	0.081
20260529_081651	Yksilöennusteen keskivirhe	15.755
20260529_081651	Yksilön aikaväliennuste väärin	0.033
20260529_081651	Yksilön aikavälin keskikoko	82.172
20260530_113331	Viestin aikaväliennuste väärin	0.013
20260530_113331	Yksilöennusteen keskivirhe	15.51
20260530_113331	Yksilön aikaväliennuste väärin	0.004
20260530_113331	Yksilön aikavälin keskikoko	151.23
20260530_200041	Viestin aikaväliennuste väärin	0.041
20260530_200041	Yksilöennusteen keskivirhe	11.809
20260530_200041	Yksilön aikaväliennuste väärin	0.018
20260530_200041	Yksilön aikavälin keskikoko	72.881
20260531_090450	Viestin aikaväliennuste väärin	0.043
20260531_090450	Yksilöennusteen keskivirhe	11.478
20260531_090450	Yksilön aikaväliennuste väärin	0.02
20260531_090450	Yksilön aikavälin keskikoko	69.998
20260601_044058	Viestin aikaväliennuste väärin	0.056
20260601_044058	Yksilöennusteen keskivirhe	14.782
20260601_044058	Yksilön aikaväliennuste väärin	0.026
20260601_044058	Yksilön aikavälin keskikoko	85.747
