year	leg	ideal_time	vertical	leg_distance	ideal_pace	vertical_per_km	marking	log_ideal_pace	leg_avg	terrain_coefficient
2099	1	12	60.0	1.9	6.315789473684211	31.578947368421055		1.8430527636156055	1.8963037569071832	0.9719185319874973
2099	2	13	60.0	1.9	6.842105263157895	31.578947368421055		1.923095471289142	1.8921103632504899	1.0163759517628888
2099	3	12	60.0	1.9	6.315789473684211	31.578947368421055		1.8430527636156055	1.8954892769237925	0.9723361593512749
2099	4	11	60.0	1.9	5.7894736842105265	31.578947368421055		1.7560413866259759	1.893160163468959	0.9275714862963672
2025	1	7	16.0	0.7	8.31858407079646	28.318584070796458	80.0	2.118492056551709	1.8963037569071832	1.1171691501613161
2025	2	7	24.0	0.7	7.7456647398843925	27.745664739884393	80.0	2.047133298447178	1.8921103632504899	1.0819312330864104
2025	3	7	14.0	0.7	7.474747474747475	28.28282828282828	80.0	2.0115303360636254	1.8954892769237925	1.0612195809032257
2025	4	7	21.0	0.7	7.712418300653594	27.45098039215686	80.0	2.042831796067275	1.893160163468959	1.0790591496094355
2024	1	48	60.0	8.0	6.0	7.5	700.0	1.791759469228055	1.8963037569071832	0.9448694401947307
2024	2	46	60.0	7.9	5.822784810126582	7.594936708860759	700.0	1.7617786370161193	1.8921103632504899	0.9311183275744701
2024	3	38	60.0	6.8	5.588235294117648	8.823529411764707	700.0	1.7206635475443248	1.8954892769237925	0.9077674922734493
2024	4	50	70.0	9.0	5.555555555555555	7.777777777777778	700.0	1.7147984280919266	1.893160163468959	0.9057862410065672
2023	1	45	160.0	6.7	6.716417910447761	23.88059701492537	500.0	1.9045549633733994	1.8963037569071832	1.0043512050409442
2023	2	34	130.0	5.3	6.415094339622642	24.528301886792455	500.0	1.8586537040580853	1.8921103632504899	0.982317807754655
2023	3	46	160.0	6.6	6.96969696969697	24.242424242424242	500.0	1.9415717474567151	1.8954892769237925	1.024311649289681
2023	4	51	210.0	7.7	6.623376623376624	27.272727272727273	500.0	1.8906053038646877	1.893160163468959	0.9986504788904972
2022	1	45	170.0	7.5	6.0	22.666666666666668	550.0	1.791759469228055	1.8963037569071832	0.9448694401947307
2022	2	47	180.0	8.0	5.875	22.5	550.0	1.7707060600302227	1.8921103632504899	0.9358365634593827
2022	3	34	125.0	6.1	5.573770491803279	20.491803278688526	550.0	1.7180717534368959	1.8954892769237925	0.9064001439381238
2022	4	50	195.0	8.7	5.74712643678161	22.413793103448278	550.0	1.7486999797676082	1.893160163468959	0.9236936279936045
2021	1	45	70.0	7.3	6.164383561643835	9.589041095890412	1200.0	1.8187881416159744	1.8963037569071832	0.9591227855722679
2021	2	33	50.0	5.4	6.111111111111111	9.25925925925926	1200.0	1.8101086078962514	1.8921103632504899	0.9566612196905014
2021	3	56	110.0	9.1	6.153846153846154	12.087912087912088	1200.0	1.817077277212345	1.8954892769237925	0.9586323169083271
2021	4	52	90.0	8.5	6.117647058823529	10.588235294117647	1200.0	1.8111775550851565	1.893160163468959	0.9566953657879741
2019	1	40	140.0	5.8	6.8965517241379315	24.137931034482758	1250.0	1.9310215365615626	1.8963037569071832	1.0183081320848106
2019	2	37	130.0	5.5	6.7272727272727275	23.636363636363637	1250.0	1.9061698204057993	1.8921103632504899	1.007430569288335
2019	3	50	150.0	7.1	7.042253521126761	21.126760563380284	1250.0	1.9519282213808764	1.8954892769237925	1.0297753963286351
2019	4	53	160.0	7.8	6.794871794871795	20.512820512820515	1250.0	1.9161681798565757	1.893160163468959	1.0121532329021004
2018	1	43	175.0	6.1	7.049180327868853	28.688524590163937	600.0	1.952911344514297	1.8963037569071832	1.02985154008208
2018	2	42	165.0	6.1	6.885245901639345	27.049180327868854	600.0	1.9293808471041027	1.8921103632504899	1.0196978382326416
2018	3	37	150.0	5.3	6.981132075471699	28.30188679245283	600.0	1.9432110920861483	1.8954892769237925	1.0251765155009496
2018	4	55	220.0	7.8	7.051282051282051	28.205128205128204	600.0	1.953209451536925	1.893160163468959	1.031719074395657
2017	1	45	190.0	6.7	6.716417910447761	28.35820895522388	1300.0	1.9045549633733994	1.8963037569071832	1.0043512050409442
2017	2	44	190.0	6.6	6.666666666666667	28.78787878787879	1300.0	1.8971199848858813	1.8921103632504899	1.002647637121328
2017	3	38	180.0	5.9	6.440677966101695	30.508474576271183	1300.0	1.8626338088147119	1.8954892769237925	0.9826664975059093
2017	4	52	220.0	8.1	6.419753086419753	27.160493827160494	1300.0	1.8593796569030343	1.893160163468959	0.9821565511372126
2016	1	45	150.0	7.0	6.428571428571429	21.428571428571427	850.0	1.8607523407150064	1.8963037569071832	0.9812522566267757
2016	2	43	160.0	6.7	6.4179104477611935	23.88059701492537	850.0	1.859092589296642	1.8921103632504899	0.9825497631664962
2016	3	39	110.0	5.9	6.610169491525423	18.64406779661017	850.0	1.8886092952179725	1.8954892769237925	0.996370339948857
2016	4	59	225.0	9.0	6.555555555555555	25.0	850.0	1.8803128665695001	1.893160163468959	0.993213835180264
2015	1	51	130.0	8.0	6.375	16.25	1200.0	1.8523840910444898	1.8963037569071832	0.976839329826396
2015	2	40	75.0	6.0	6.666666666666667	12.5	1200.0	1.8971199848858813	1.8921103632504899	1.002647637121328
2015	3	41	70.0	6.2	6.612903225806451	11.29032258064516	1200.0	1.889022774653262	1.8954892769237925	0.9965884785795122
2015	4	59	160.0	8.9	6.629213483146067	17.977528089887638	1200.0	1.8914861671676253	1.893160163468959	0.9991157661493012
2014	1	35		5.2	6.730769230769231		1000.0	1.906689435902032	1.8963037569071832	1.0054768013600246
2014	2	34		5.1	6.666666666666667		1000.0	1.8971199848858813	1.8921103632504899	1.002647637121328
2014	3	50		6.8	7.352941176470589		1000.0	1.9951003932460851	1.8954892769237925	1.052551664382904
2014	4	53		7.7	6.883116883116883		1000.0	1.9290715846924837	1.893160163468959	1.0189690349060176
2013	1	54		8.5	6.352941176470588		850.0	1.8489178830680035	1.8963037569071832	0.9750114539052199
2013	2	35		5.8	6.0344827586206895		850.0	1.79749014393704	1.8921103632504899	0.9499922302888822
2013	3	34		5.7	5.964912280701754		850.0	1.785894349775657	1.8954892769237925	0.942181193804484
2013	4	56		8.7	6.436781609195402		850.0	1.8620286650746112	1.893160163468959	0.9835558031512223
2012	1	36		5.9	6.101694915254237		1800.0	1.808566587544436	1.8963037569071832	0.9537325341242566
2012	2	37		5.9	6.271186440677965		1800.0	1.8359655617325505	1.8921103632504899	0.970326888637993
2012	3	46		7.2	6.388888888888888		1800.0	1.8545603704670852	1.8954892769237925	0.9784072075980661
2012	4	55		8.5	6.470588235294118		1800.0	1.8672670217362002	1.893160163468959	0.9863227939017515
2011	1	47		6.9	6.811594202898551		700.0	1.9186261901068449	1.8963037569071832	1.0117715493197508
2011	2	43		6.2	6.935483870967742		700.0	1.9366508236425166	1.8921103632504899	1.0235400964220236
2011	3	35		5.1	6.862745098039216		700.0	1.9261075217591337	1.8954892769237925	1.0161532144803433
2011	4	57		8.5	6.705882352941177		700.0	1.9029851043382795	1.893160163468959	1.0051897039980588
2010	1	41		5.1	8.03921568627451			2.0843315269740277	1.8963037569071832	1.0991548792654993
2010	2	36		4.5	8.0			2.0794415416798357	1.8921103632504899	1.0990064755564926
2010	3	50		6.5	7.6923076923076925			2.0402208285265546	1.8954892769237925	1.0763557743980743
2010	4	59		7.6	7.7631578947368425			2.049389196613434	1.893160163468959	1.0825228821940804
2009	1	44	135.0	7.05	6.24113475177305	19.148936170212767	1000.0	1.8311620170940839	1.8963037569071832	0.9656480457965534
2009	2	43	140.0	6.55	6.564885496183206	21.37404580152672	1000.0	1.8817350660464018	1.8921103632504899	0.9945165475515582
2009	3	38	120.0	5.95	6.386554621848739	20.168067226890756	1000.0	1.8541949401688473	1.8954892769237925	0.978214418167555
2009	4	58	200.0	8.65	6.705202312138728	23.12138728323699	1000.0	1.9028836896026313	1.893160163468959	1.005136134977537
2008	1	49	230.0	7.05	6.950354609929078	32.6241134751773	600.0	1.9387926812864493	1.8963037569071832	1.0224061805628464
2008	2	48	230.0	7.15	6.713286713286713	32.16783216783217	600.0	1.9040886542019746	1.8921103632504899	1.006330651310903
2008	3	35	140.0	5.55	6.306306306306307	25.225225225225227	600.0	1.8415501337310707	1.8954892769237925	0.9715434195015547
2008	4	55	250.0	8.15	6.748466257668712	30.674846625766868	600.0	1.9093152579796997	1.893160163468959	1.0085334008302491
2007	1	40	160.0	5.79	6.90846286701209	27.63385146804836	500.0	1.9327471625290324	1.8963037569071832	1.0192181265733964
2007	2	40	160.0	5.91	6.768189509306261	27.072758037225043	500.0	1.9122336226959296	1.8921103632504899	1.010635351846427
2007	3	42	170.0	6.255	6.71462829736211	27.17825739408473	500.0	1.9042884743644939	1.8954892769237925	1.004642177377538
2007	4	52	210.0	7.69	6.7620286085825745	27.30819245773732	500.0	1.9113229350638747	1.893160163468959	1.0095938906519324
2006	1	41	240.0	5.45	7.522935779816514	44.03669724770642	750.0	2.017956458029155	1.8963037569071832	1.0641525392115363
2006	2	45	250.0	5.85	7.6923076923076925	42.73504273504274	750.0	2.0402208285265546	1.8921103632504899	1.0782779208616686
2006	3	38	250.0	5.25	7.238095238095238	47.61904761904762	750.0	1.9793580831228534	1.8954892769237925	1.044246521054011
2006	4	55	320.0	7.75	7.096774193548387	41.29032258064516	750.0	1.9596403418672153	1.893160163468959	1.035115982092313
2005	1	35	140.0	5.15	6.796116504854369	27.184466019417474	850.0	1.916351346813769	1.8963037569071832	1.0105719296465894
2005	2	34	140.0	5.15	6.601941747572815	27.184466019417474	850.0	1.8873638099405166	1.8921103632504899	0.9974913972238812
2005	3	41	170.0	6.15	6.666666666666666	27.642276422764226	850.0	1.8971199848858813	1.8954892769237925	1.0008603097796127
2005	4	51	220.0	7.75	6.580645161290323	28.387096774193548	850.0	1.8841327893590702	1.893160163468959	0.995231584583236
2004	1	39	80.0	7.75	5.032258064516129	10.32258064516129	900.0	1.6158688027643908	1.8963037569071832	0.8521149614763335
2004	2	39	80.0	7.65	5.098039215686274	10.457516339869281	900.0	1.6288559982912019	1.8921103632504899	0.8608673309589412
2004	3	34	80.0	6.4	5.3125	12.5	900.0	1.6700625342505353	1.8954892769237925	0.8810720031932312
2004	4	44	140.0	8.4	5.238095238095238	16.666666666666664	900.0	1.6559579280689933	1.893160163468959	0.8747056694002452
2003	1	37	165.0	5.05	7.326732673267327	32.67326732673268	700.0	1.991529669356956	1.8963037569071832	1.0502165922009685
2003	2	34	150.0	4.95	6.8686868686868685	30.3030303030303	700.0	1.9269729480355624	1.8921103632504899	1.0184252385390362
2003	3	39	180.0	5.15	7.572815533980582	34.95145631067961	700.0	2.0245649314540017	1.8954892769237925	1.0680962198528958
2003	4	50	230.0	6.55	7.633587786259542	35.11450381679389	700.0	2.0325579557809856	1.893160163468959	1.0736323291615217
2002	1	39	125.0	5.6	6.964285714285714	22.321428571428573	1000.0	1.940795048388543	1.8963037569071832	1.0234621121849823
2002	2	37	125.0	5.4	6.851851851851851	23.148148148148145	1000.0	1.9245189590739957	1.8921103632504899	1.0171282798577512
2002	3	47	210.0	6.2	7.580645161290322	33.87096774193548	1000.0	2.0255983096590127	1.8954892769237925	1.068641397405516
2002	4	60	240.0	8.0	7.5	30.0	1000.0	2.0149030205422647	1.893160163468959	1.0643066864719086
2001	1	42	100.0	6.85	6.131386861313869	14.598540145985401	1050.0	1.8134209660092344	1.8963037569071832	0.956292450196308
2001	2	37	95.0	6.15	6.016260162601625	15.447154471544714	1050.0	1.794465830825798	1.8921103632504899	0.9483938493646076
2001	3	44	145.0	7.15	6.153846153846153	20.27972027972028	1050.0	1.8170772772123447	1.8954892769237925	0.958632316908327
2001	4	52	175.0	8.15	6.380368098159509	21.47239263803681	1050.0	1.853225791328656	1.893160163468959	0.9789059727164718
2000	1	43		6.3	6.825396825396826		800.0	1.9206504822960755	1.8963037569071832	1.0128390429540681
2000	2	43		6.3	6.825396825396826		800.0	1.9206504822960755	1.8921103632504899	1.0150837496585325
2000	3	50		7.3	6.8493150684931505		800.0	1.9241486572738007	1.8954892769237925	1.0151197797312363
2000	4	53		7.7	6.883116883116883		800.0	1.9290715846924837	1.893160163468959	1.0189690349060176
1999	1	45		7.05	6.382978723404255		600.0	1.8536348729461425	1.8963037569071832	0.9774989192498187
1999	2	45		7.05	6.382978723404255		600.0	1.8536348729461425	1.8921103632504899	0.9796653033292151
1999	3	39		6.1	6.39344262295082		600.0	1.8552728749503808	1.8954892769237925	0.9787831023562005
1999	4	55		8.7	6.321839080459771		600.0	1.844010159571933	1.893160163468959	0.9740381163488221
1998	1	40	150.0	5.85	6.837606837606838	25.641025641025642		1.9224377928701712	1.8963037569071832	1.0137815663064507
1998	2	41	150.0	5.85	7.008547008547009	25.641025641025642		1.9471304054605427	1.8921103632504899	1.0290786643732202
1998	3	34	155.0	4.65	7.311827956989247	33.33333333333333		1.9894933050168964	1.8954892769237925	1.0495935425420415
1998	4	52	220.0	7.65	6.7973856209150325	28.75816993464052		1.9165380707429829	1.893160163468959	1.0123486156771793
1997	1	49	160.0	6.9	7.101449275362318	23.18840579710145	1000.0	1.960298886507413	1.8963037569071832	1.033747298852903
1997	2	37	150.0	4.8	7.708333333333334	31.25	1000.0	2.042301994730379	1.8921103632504899	1.0793778388391004
1997	3	35	140.0	4.75	7.368421052631579	29.473684210526315	1000.0	1.9972034434428638	1.8954892769237925	1.0536611669384615
1997	4	55	200.0	7.35	7.482993197278912	27.2108843537415	1000.0	2.0126328720077256	1.893160163468959	1.063107554682457
